name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"BILLINS, CHAD",Calgary,10,109:50,0,3,0,3,3,8,16,0.00,0.00,1.64,0.00,1.64,1.64,4.37,8.74,0.0,75.0,75.0
"BEGIN, STEVE",Calgary,38,256:27,3,4,0,7,30,49,58,10.00,0.70,0.94,0.00,1.64,7.02,11.46,13.57,27.3,36.4,63.6
"STAJAN, MATT",Calgary,302,3774:37,32,71,48,103,276,390,500,11.59,0.51,1.13,0.76,1.64,4.39,6.20,7.95,21.2,47.0,68.2
"ATKINSON, CAM",Columbus,219,2789:48,38,38,25,76,455,603,737,8.35,0.82,0.82,0.54,1.63,9.79,12.97,15.85,34.5,34.5,69.1
"ROY, DEREK",Edmonton,304,3893:17,35,71,41,106,398,535,697,8.79,0.54,1.09,0.63,1.63,6.13,8.24,10.74,22.3,45.2,67.5
"SHEAHAN, RILEY",Detroit,123,1433:11,13,26,18,39,142,199,257,9.15,0.54,1.09,0.75,1.63,5.94,8.33,10.76,22.0,44.1,66.1
"CERVENKA, ROMAN",Calgary,39,441:14,7,5,2,12,45,70,90,15.56,0.95,0.68,0.27,1.63,6.12,9.52,12.24,46.7,33.3,80.0
"FISHER, MIKE",Nashville,326,4598:15,66,59,36,125,521,704,896,12.67,0.86,0.77,0.47,1.63,6.80,9.19,11.69,35.3,31.6,66.8
"MICHALEK, MILAN",Ottawa,314,4120:35,51,61,33,112,551,775,984,9.26,0.74,0.89,0.48,1.63,8.02,11.28,14.33,28.8,34.5,63.3
"FLEISCHMANN, TOMAS",Anaheim,320,4308:04,48,69,50,117,550,746,1021,8.73,0.67,0.96,0.70,1.63,7.66,10.39,14.22,28.4,40.8,69.2
"SVATOS, MAREK",Ottawa,28,294:41,4,4,3,8,44,57,72,9.09,0.81,0.81,0.61,1.63,8.96,11.61,14.66,33.3,33.3,66.7
"BAILEY, JOSH",NY Islanders,335,4313:32,42,75,44,117,395,527,731,10.63,0.58,1.04,0.61,1.63,5.49,7.33,10.17,24.3,43.4,67.6
"KOZUN, BRANDON",Toronto,20,147:39,2,2,1,4,7,7,15,28.57,0.81,0.81,0.41,1.63,2.84,2.84,6.10,40.0,40.0,80.0
"ROUSSEL, ANTOINE",Dallas,200,2179:09,31,28,15,59,252,366,451,12.30,0.85,0.77,0.41,1.62,6.94,10.08,12.42,37.8,34.1,72.0
"HECHT, JOCHEN",Buffalo,136,1700:47,18,28,21,46,230,315,375,7.83,0.64,0.99,0.74,1.62,8.11,11.11,13.23,24.0,37.3,61.3
"JOHANSSON, MARCUS",Washington,345,4440:21,43,77,53,120,371,494,671,11.59,0.58,1.04,0.72,1.62,5.01,6.68,9.07,23.6,42.3,65.9
"WELLWOOD, ERIC",Philadelphia,31,296:02,4,4,3,8,38,55,69,10.53,0.81,0.81,0.61,1.62,7.70,11.15,13.98,25.0,25.0,50.0
"CULLEN, MATT",Nashville,332,4039:37,35,74,47,109,447,583,761,7.83,0.52,1.10,0.70,1.62,6.64,8.66,11.30,20.3,43.0,63.4
"DOAN, SHANE",Arizona,347,5058:56,53,83,50,136,663,931,1192,7.99,0.63,0.98,0.59,1.61,7.86,11.04,14.14,26.9,42.1,69.0
"PENNER, DUSTIN",Washington,246,3094:32,31,52,26,83,394,552,682,7.87,0.60,1.01,0.50,1.61,7.64,10.70,13.22,25.2,42.3,67.5
"KULEMIN, NIKOLAI",NY Islanders,352,4549:29,55,67,28,122,462,681,876,11.90,0.73,0.88,0.37,1.61,6.09,8.98,11.55,29.7,36.2,65.9
"GIBBONS, BRIAN",Columbus,66,708:58,4,15,9,19,45,62,81,8.89,0.34,1.27,0.76,1.61,3.81,5.25,6.86,15.4,57.7,73.1
"JONES, DAVID",Calgary,297,3847:39,48,55,37,103,458,632,809,10.48,0.75,0.86,0.58,1.61,7.14,9.86,12.62,34.5,39.6,74.1
"LANGKOW, DAYMOND",Arizona,77,971:53,9,17,8,26,99,146,175,9.09,0.56,1.05,0.49,1.61,6.11,9.01,10.80,22.0,41.5,63.4
"PLEKANEC, TOMAS",Montreal,368,4972:54,59,74,48,133,711,966,1240,8.30,0.71,0.89,0.58,1.60,8.58,11.66,14.96,33.1,41.6,74.7
"CAMMALLERI, MIKE",New Jersey,308,4342:45,65,51,31,116,548,726,944,11.86,0.90,0.70,0.43,1.60,7.57,10.03,13.04,40.6,31.9,72.5
"MORROW, BRENDEN",Tampa Bay,324,3819:08,48,54,30,102,315,434,559,15.24,0.75,0.85,0.47,1.60,4.95,6.82,8.78,30.4,34.2,64.6
"VERSTEEG, KRIS",Chicago,303,4047:13,42,66,39,108,501,680,883,8.38,0.62,0.98,0.58,1.60,7.43,10.08,13.09,26.8,42.0,68.8
"PEVERLEY, RICH",Dallas,248,2998:13,27,53,33,80,397,535,658,6.80,0.54,1.06,0.66,1.60,7.94,10.71,13.17,26.2,51.5,77.7
"BARKOV, ALEKSANDER",Florida,125,1689:18,17,28,17,45,162,203,254,10.49,0.60,0.99,0.60,1.60,5.75,7.21,9.02,26.6,43.8,70.3
"MORIN, JEREMY",Columbus,82,788:44,10,11,10,21,133,167,208,7.52,0.76,0.84,0.76,1.60,10.12,12.70,15.82,28.6,31.4,60.0
"KOIVU, MIKKO",Minnesota,319,4516:27,33,87,49,120,505,718,931,6.53,0.44,1.16,0.65,1.59,6.71,9.54,12.37,20.4,53.7,74.1
"COOKE, MATT",Minnesota,308,3664:37,41,56,27,97,368,497,635,11.14,0.67,0.92,0.44,1.59,6.03,8.14,10.40,30.4,41.5,71.9
"JARNKROK, CALLE",Nashville,86,944:55,9,16,8,25,102,144,192,8.82,0.57,1.02,0.51,1.59,6.48,9.14,12.19,23.7,42.1,65.8
"RUUTU, TUOMO",New Jersey,323,3970:37,40,65,35,105,414,578,773,9.66,0.60,0.98,0.53,1.59,6.26,8.73,11.68,26.5,43.0,69.5
"PIRRI, BRANDON",Florida,105,1248:04,21,12,5,33,174,254,322,12.07,1.01,0.58,0.24,1.59,8.36,12.21,15.48,42.9,24.5,67.3
"WELLMAN, CASEY",Washington,42,417:03,5,6,2,11,57,78,101,8.77,0.72,0.86,0.29,1.58,8.20,11.22,14.53,38.5,46.2,84.6
"KARLSSON, MELKER",San Jose,53,720:57,11,8,3,19,93,132,162,11.83,0.92,0.67,0.25,1.58,7.74,10.99,13.48,37.9,27.6,65.5
"BUTLER, BOBBY",Florida,128,1375:22,17,19,7,36,177,242,313,9.60,0.74,0.83,0.31,1.57,7.72,10.56,13.65,28.8,32.2,61.0
"BERGLUND, PATRIK",St. Louis,366,4667:06,57,65,32,122,548,778,980,10.40,0.73,0.84,0.41,1.57,7.05,10.00,12.60,31.5,35.9,67.4
"ANTROPOV, NIK",Winnipeg,185,2335:36,25,36,25,61,203,284,371,12.32,0.64,0.92,0.64,1.57,5.21,7.30,9.53,27.8,40.0,67.8
"ALFREDSSON, DANIEL",Detroit,244,3260:04,35,50,33,85,340,470,626,10.29,0.64,0.92,0.61,1.56,6.26,8.65,11.52,28.9,41.3,70.2
